Timestamp,language,problem
10/24/2022 13:53:37,Python,Mario
10/24/2022 13:54:12,Python,Hello
10/24/2022 13:55:11,Scratch,Mario
10/24/2022 13:55:51,Python,DNA
10/24/2022 13:58:03,Python,Cash
10/24/2022 13:58:22,Scratch,Scratch
10/24/2022 13:59:15,Python,Speller
10/24/2022 14:00:05,C,Reverse
10/24/2022 14:00:21,C,Readability
10/24/2022 14:00:40,Python,Runoff
10/24/2022 14:01:16,Python,Filter
10/24/2022 14:01:43,Python,Scratch
10/24/2022 14:04:40,C,Recover
10/24/2022 14:05:19,Python,Cash
10/24/2022 14:07:00,Scratch,Scratch
10/24/2022 14:07:19,Python,Mario
10/24/2022 14:07:55,C,Readability
10/24/2022 14:08:30,C,Readability
10/24/2022 14:08:40,C,Filter
10/24/2022 14:08:41,Python,DNA
10/24/2022 14:10:12,Python,Reverse
10/24/2022 14:10:22,Python,Cash
10/24/2022 14:11:45,C,Readability
10/24/2022 14:12:16,C,Speller
10/24/2022 14:12:20,Python,DNA
10/24/2022 14:13:50,Python,DNA
10/24/2022 14:14:19,Python,Hello
10/24/2022 14:15:18,Python,DNA
10/24/2022 14:15:32,Python,Hello
10/24/2022 14:16:52,C,Reverse
10/24/2022 14:17:04,Python,Scratch
10/24/2022 14:18:26,Python,DNA
10/24/2022 14:19:07,C,DNA
10/24/2022 14:21:04,C,Hello
10/24/2022 14:24:15,Python,Filter
10/24/2022 14:28:34,C,Readability
10/24/2022 14:29:20,Python,Credit
10/24/2022 14:32:09,Python,DNA
10/24/2022 14:32:51,Python,Plurality
10/24/2022 14:35:29,Python,Hello
10/24/2022 14:36:26,C,Mario
10/24/2022 14:36:27,Python,DNA
10/24/2022 14:37:12,Python,Readability
10/24/2022 14:38:14,Scratch,Scratch
10/24/2022 14:38:40,C,Scratch
10/24/2022 14:44:29,C,Filter
10/24/2022 14:45:45,Python,Filter
10/24/2022 14:52:59,Python,Speller
10/24/2022 14:57:31,Python,Wordle50
10/24/2022 14:57:42,C,Hello
10/24/2022 15:01:23,Scratch,Readability
10/24/2022 15:04:37,Python,Hello
10/24/2022 15:05:46,C,Scratch
10/24/2022 15:07:07,Python,Credit
10/24/2022 15:07:42,Scratch,Speller
10/24/2022 15:08:46,C,Speller
10/24/2022 15:14:09,Python,Mario
10/24/2022 15:15:31,C,Speller
10/24/2022 15:20:30,Python,Reverse
10/24/2022 15:20:30,Python,Speller
10/24/2022 15:20:52,Python,Mario
10/24/2022 15:24:56,Python,DNA
10/24/2022 15:29:28,Python,Mario
10/24/2022 15:29:36,Python,Caesar
10/24/2022 15:38:28,C,Readability
10/24/2022 15:44:52,Python,Readability
10/24/2022 15:45:49,Scratch,Filter
10/24/2022 15:47:31,Python,Substitution
10/24/2022 15:48:57,C,Mario
10/24/2022 15:54:41,Python,Runoff
10/24/2022 16:02:32,Python,Filter
10/24/2022 16:06:00,C,Hello
10/24/2022 16:07:31,C,Speller
10/24/2022 16:09:43,Python,Readability
10/24/2022 16:10:55,Python,Runoff
10/24/2022 16:15:08,Python,Plurality
10/24/2022 16:20:17,C,DNA
10/24/2022 16:24:52,Scratch,Credit
10/24/2022 16:28:39,Python,Filter
10/24/2022 16:30:37,Python,Recover
10/24/2022 16:31:29,C,DNA
10/24/2022 16:31:41,Python,Hello
10/24/2022 16:33:55,Python,DNA
10/24/2022 16:40:48,Python,Readability
10/24/2022 16:42:38,C,Filter
10/24/2022 16:47:05,Scratch,Mario
10/24/2022 16:47:44,Python,Cash
10/24/2022 16:55:31,Python,Readability
10/24/2022 17:11:58,C,Filter
10/24/2022 17:26:35,C,DNA
10/24/2022 17:34:10,C,Readability
10/24/2022 17:38:51,Python,Credit
10/24/2022 17:49:35,Python,Bulbs
10/24/2022 17:55:19,C,Scratch
10/24/2022 17:56:27,C,Substitution
10/24/2022 18:09:35,Scratch,Scratch
10/24/2022 18:11:21,Python,Mario
10/24/2022 18:15:36,Python,Mario
10/24/2022 19:02:16,Python,Runoff
10/24/2022 19:03:36,Python,Readability
10/24/2022 19:09:11,Scratch,Scratch
10/24/2022 19:18:20,C,Caesar
10/24/2022 19:19:57,Python,Scratch
10/24/2022 19:20:37,Python,Mario
10/24/2022 19:26:19,Python,Caesar
10/24/2022 19:40:35,Scratch,Scratch
10/24/2022 19:40:41,Python,Cash
10/24/2022 19:47:50,Python,DNA
10/24/2022 19:54:52,Python,Substitution
10/24/2022 20:01:30,C,Tideman
10/24/2022 20:06:17,C,Tideman
10/24/2022 20:15:37,C,Hello
10/24/2022 20:15:47,Python,Readability
10/24/2022 20:17:38,C,Speller
10/24/2022 20:38:50,C,Recover
10/24/2022 20:45:02,Scratch,Readability
10/24/2022 20:45:06,Python,Hello
10/24/2022 20:57:05,Scratch,Scratch
10/24/2022 20:59:21,Python,Cash
10/24/2022 21:05:25,Python,DNA
10/24/2022 21:25:26,Scratch,Scratch
10/24/2022 21:27:02,Python,Hello
10/24/2022 21:32:52,Python,Recover
10/24/2022 21:35:53,Python,Substitution
10/24/2022 21:36:20,Python,Mario
10/24/2022 21:39:46,C,Plurality
10/24/2022 21:40:41,Python,Hello
10/24/2022 22:00:09,Scratch,Filter
10/24/2022 22:04:14,Python,Credit
10/24/2022 22:13:54,Python,DNA
10/24/2022 22:16:48,Python,Mario
10/24/2022 22:21:03,Scratch,Scratch
10/24/2022 22:26:52,Python,Caesar
10/24/2022 22:31:06,Python,Tideman
10/24/2022 22:45:23,C,Filter
10/24/2022 22:51:13,Python,Bulbs
10/24/2022 23:27:49,Python,Scratch
10/24/2022 23:28:21,Python,Wordle50
10/24/2022 23:32:57,C,Cash
10/24/2022 23:43:18,Python,Caesar
10/24/2022 23:46:06,Python,Filter
10/25/2022 0:00:08,Python,Filter
10/25/2022 0:10:21,C,Readability
10/25/2022 0:24:24,C,DNA
10/25/2022 0:32:43,Python,Cash
10/25/2022 0:42:00,Python,DNA
10/25/2022 0:47:44,Python,Hello
10/25/2022 0:50:45,C,Hello
10/25/2022 1:21:17,C,Mario
10/25/2022 1:32:20,C,Cash
10/25/2022 1:56:59,Python,Wordle50
10/25/2022 2:21:47,Python,Plurality
10/25/2022 2:30:01,Python,Bulbs
10/25/2022 2:32:07,Python,Mario
10/25/2022 2:36:21,C,DNA
10/25/2022 2:42:37,C,Mario
10/25/2022 2:44:02,C,Reverse
10/25/2022 2:45:50,Python,DNA
10/25/2022 2:50:47,Python,DNA
10/25/2022 3:28:38,Python,Hello
10/25/2022 3:34:49,Python,Speller
10/25/2022 4:25:12,Python,Readability
10/25/2022 4:58:28,C,Mario
10/25/2022 4:58:36,Python,DNA
10/25/2022 5:01:41,Scratch,Caesar
10/25/2022 5:11:02,Python,Speller
10/25/2022 5:24:16,Python,Bulbs
10/25/2022 5:35:26,Python,DNA
10/25/2022 5:38:02,C,Tideman
10/25/2022 5:51:47,Python,Readability
10/25/2022 6:02:58,C,Filter
10/25/2022 6:07:58,Python,Speller
10/25/2022 6:18:19,Python,DNA
10/25/2022 6:31:35,Python,Filter
10/25/2022 6:56:16,Python,Cash
10/25/2022 7:34:25,Python,Filter
10/25/2022 7:55:47,Python,Substitution
10/25/2022 8:00:57,Scratch,Scratch
10/25/2022 8:04:54,Python,Hello
10/25/2022 8:19:50,Python,Mario
10/25/2022 8:24:40,Python,Credit
10/25/2022 8:46:36,Python,DNA
10/25/2022 8:48:11,Python,Hello
10/25/2022 9:02:33,Scratch,Scratch
10/25/2022 9:09:58,Python,Filter
10/25/2022 9:15:03,Python,Mario
10/25/2022 9:19:00,C,DNA
10/25/2022 9:31:57,C,Readability
10/25/2022 9:34:52,Python,Hello
10/25/2022 9:51:25,Python,Wordle50
10/25/2022 10:02:39,Python,Credit
10/25/2022 10:07:17,C,Reverse
10/25/2022 10:09:25,Python,Reverse
10/25/2022 10:29:09,Python,Readability
10/25/2022 10:36:06,Python,Runoff
10/25/2022 11:02:22,Scratch,Scratch
10/25/2022 11:05:07,C,Reverse
10/25/2022 11:22:27,C,Readability
10/25/2022 11:25:54,C,Runoff
10/25/2022 11:31:41,Python,Filter
10/25/2022 11:38:36,Python,Readability
10/25/2022 11:39:26,Python,Plurality
10/25/2022 11:50:59,Python,Recover
10/25/2022 12:06:55,Python,Filter
10/25/2022 12:13:47,Scratch,Readability
10/25/2022 12:16:37,Scratch,Hello
10/25/2022 12:30:39,Scratch,Filter
10/25/2022 12:34:27,Python,Scratch
10/25/2022 12:38:09,Python,Hello
10/25/2022 12:42:12,Python,Hello
10/25/2022 12:54:11,Python,Filter
10/25/2022 13:38:54,Python,Cash
10/25/2022 13:46:22,Python,Hello
10/25/2022 13:52:16,Python,Mario
10/25/2022 14:08:26,Python,Substitution
10/25/2022 14:35:45,Python,Speller
10/25/2022 14:41:53,Python,DNA
10/25/2022 15:07:55,Python,Speller
10/25/2022 15:14:19,Python,Filter
10/25/2022 15:43:20,Python,Hello
10/25/2022 15:47:30,Python,Speller
10/25/2022 16:03:18,Python,DNA
10/25/2022 16:24:46,Scratch,Mario
10/25/2022 16:26:19,Python,Readability
10/25/2022 17:14:21,Scratch,Scratch
10/25/2022 18:30:43,Python,Runoff
10/25/2022 19:34:33,Python,Hello
10/25/2022 20:00:46,Python,Cash
10/25/2022 20:03:54,Python,Caesar
10/25/2022 20:32:13,Python,Readability
10/25/2022 21:19:34,Python,Runoff
10/25/2022 21:26:53,Python,Readability
10/25/2022 22:22:26,C,Wordle50
10/25/2022 22:39:07,Python,Speller
10/25/2022 23:05:56,Scratch,Scratch
10/26/2022 0:10:39,Python,Bulbs
10/26/2022 0:14:47,Python,Filter
10/26/2022 0:24:33,Python,Mario
10/26/2022 0:36:19,Python,Mario
10/26/2022 1:06:26,Python,Mario
10/26/2022 1:35:21,Scratch,Scratch
10/26/2022 1:45:48,C,Hello
10/26/2022 2:17:54,Python,Mario
10/26/2022 2:55:07,Python,Readability
10/26/2022 3:05:29,C,Credit
10/26/2022 4:18:40,C,Bulbs
10/26/2022 5:32:17,Python,Credit
10/26/2022 5:45:06,Python,Tideman
10/26/2022 5:53:27,Python,Reverse
10/26/2022 7:19:25,Python,DNA
10/26/2022 8:10:24,Scratch,Scratch
10/26/2022 8:55:36,Python,Hello
10/26/2022 8:57:49,C,Mario
10/26/2022 9:54:41,C,Mario
10/26/2022 10:04:57,C,Tideman
10/26/2022 10:13:12,C,Cash
10/26/2022 10:37:31,Python,DNA
10/26/2022 10:51:45,Python,Filter
10/26/2022 11:15:56,C,Reverse
10/26/2022 11:19:57,C,Credit
10/26/2022 11:33:03,Scratch,Readability
10/26/2022 11:57:36,Python,Substitution
10/26/2022 11:58:32,Python,Substitution
10/26/2022 12:01:22,C,Credit
10/26/2022 13:03:55,Python,Mario
10/26/2022 13:40:21,C,Recover
10/26/2022 13:48:56,Python,Runoff
10/26/2022 13:53:01,Python,Caesar
10/26/2022 15:15:13,Python,Hello
10/26/2022 15:18:32,Python,Filter
10/26/2022 15:29:25,Python,Hello
10/26/2022 15:45:22,Python,Wordle50
10/26/2022 15:47:35,Python,DNA
10/26/2022 16:13:06,Python,Readability
10/26/2022 17:18:39,C,Readability
10/26/2022 18:45:36,Python,Bulbs
10/26/2022 18:49:26,Python,Recover
10/26/2022 20:56:40,Python,Mario
10/26/2022 20:57:42,Python,Wordle50
10/26/2022 21:18:22,C,Readability
10/26/2022 22:18:44,Python,Mario
10/26/2022 22:24:30,Python,Mario
10/27/2022 1:01:02,C,Speller
10/27/2022 3:24:56,Python,Hello
10/27/2022 4:49:04,Python,Cash
10/27/2022 5:12:06,C,DNA
10/27/2022 5:49:34,Python,Mario
10/27/2022 8:16:51,Python,Plurality
10/27/2022 8:41:29,C,Credit
10/27/2022 9:32:39,Python,Scratch
10/27/2022 10:47:33,Python,Readability
10/27/2022 11:13:22,C,Mario
10/27/2022 11:24:01,Python,Mario
10/27/2022 11:35:30,Python,Bulbs
10/27/2022 12:23:36,Python,Mario
10/27/2022 12:42:39,Python,Filter
10/27/2022 12:57:45,Python,Recover
10/27/2022 12:58:38,Python,Readability
10/27/2022 13:50:00,Python,Mario
10/27/2022 14:41:13,Python,Mario
10/27/2022 14:42:06,Scratch,Mario
10/27/2022 14:48:16,Python,DNA
10/27/2022 14:50:54,Python,Wordle50
10/27/2022 19:58:48,Scratch,Credit
10/28/2022 0:09:19,Python,Filter
10/28/2022 1:05:04,C,Mario
10/28/2022 1:26:46,Python,Cash
10/28/2022 1:55:46,Python,Scratch
10/28/2022 3:45:39,Python,Filter
10/28/2022 4:49:17,Python,DNA
10/28/2022 4:59:23,Python,DNA
10/28/2022 5:09:51,Python,Scratch
10/28/2022 5:58:33,C,Hello
10/28/2022 7:03:46,C,Mario
10/28/2022 7:38:58,Python,Recover
10/28/2022 7:47:49,Scratch,Hello
10/28/2022 9:31:38,Python,Mario
10/28/2022 9:51:04,Python,Plurality
10/28/2022 10:17:49,Python,DNA
10/28/2022 10:28:45,Scratch,Cash
10/28/2022 10:34:22,Python,Mario
10/28/2022 12:13:40,Python,Mario
10/28/2022 12:14:31,Python,Filter
10/28/2022 13:39:07,Python,Hello
10/28/2022 13:47:40,Python,Filter
10/28/2022 17:08:54,Python,Mario
10/28/2022 19:04:41,Python,Credit
10/28/2022 23:38:41,Python,Hello
10/29/2022 1:37:06,Python,Filter
10/29/2022 1:43:26,Python,Wordle50
10/29/2022 2:31:04,Python,Tideman
10/29/2022 4:05:13,C,Caesar
10/29/2022 4:52:48,Python,Filter
10/29/2022 6:00:29,Python,Mario
10/29/2022 6:08:04,Python,DNA
10/29/2022 6:11:51,Python,DNA
10/29/2022 6:29:07,Python,Hello
10/29/2022 9:12:47,Python,Hello
10/29/2022 9:26:33,C,Hello
10/29/2022 11:49:44,C,Caesar
10/29/2022 12:16:43,C,Cash
10/29/2022 12:20:11,C,Mario
10/29/2022 12:34:15,Python,Mario
10/29/2022 13:05:25,Python,Speller
10/29/2022 15:10:37,Python,Filter
10/29/2022 21:20:48,Python,Scratch
10/29/2022 22:09:30,Python,DNA
10/30/2022 2:09:36,Python,Bulbs
10/30/2022 2:09:39,Python,Bulbs
10/30/2022 3:02:03,Python,Bulbs
10/30/2022 3:34:53,Python,Recover
10/30/2022 4:26:58,C,Mario
10/30/2022 4:40:19,Python,Cash
10/30/2022 5:55:40,Python,DNA
10/30/2022 5:57:03,Python,DNA
10/30/2022 6:39:06,Python,Hello
10/30/2022 7:55:14,Python,DNA
10/30/2022 8:34:23,Python,Mario
10/30/2022 10:32:15,Python,Readability
10/30/2022 10:46:35,Scratch,Scratch
10/30/2022 11:29:07,Python,Wordle50
10/30/2022 12:24:51,Python,Hello
10/30/2022 13:13:57,Python,Caesar
10/30/2022 13:39:34,Python,Readability
10/30/2022 14:18:22,Python,Mario
10/30/2022 14:18:33,Scratch,Mario
10/30/2022 16:14:40,Python,Bulbs
10/30/2022 16:37:18,Python,Wordle50
10/31/2022 1:26:31,Python,Tideman
10/31/2022 5:18:53,Python,Hello
10/31/2022 6:03:05,C,Tideman
10/31/2022 6:09:26,Python,Tideman
10/31/2022 7:05:43,C,DNA
10/31/2022 7:57:22,C,Wordle50
10/31/2022 8:32:05,Scratch,Scratch
10/31/2022 8:37:55,C,DNA
10/31/2022 9:05:06,Python,Mario
10/31/2022 10:07:46,Python,Credit
10/31/2022 11:24:01,Python,Bulbs
10/31/2022 12:46:54,C,DNA
10/31/2022 13:51:17,Python,Hello
10/31/2022 15:15:40,Python,DNA
10/31/2022 17:56:46,C,Speller
11/1/2022 0:42:21,Python,Scratch
11/1/2022 4:04:25,Python,DNA
11/1/2022 5:35:42,Python,Readability
11/1/2022 7:03:22,C,Caesar
11/1/2022 8:27:28,Python,Mario
11/1/2022 11:02:17,Python,Credit
11/1/2022 11:39:29,Python,Readability
11/1/2022 12:45:54,Python,Hello
11/1/2022 13:03:38,Python,DNA
11/1/2022 18:28:02,Scratch,Cash
11/1/2022 18:43:53,Python,Credit
11/1/2022 23:03:42,Python,DNA
11/2/2022 2:43:46,Python,Caesar
11/2/2022 3:17:44,C,Speller
11/2/2022 5:08:11,Python,DNA
11/2/2022 5:30:04,Python,DNA
11/2/2022 7:18:43,Python,Cash
11/2/2022 8:42:35,C,DNA
11/2/2022 8:57:39,Python,Credit
11/2/2022 8:58:36,Python,Hello
11/2/2022 9:14:12,Python,DNA
11/2/2022 9:52:24,C,Speller
11/2/2022 12:13:46,Python,Credit
11/2/2022 12:42:08,C,Substitution
11/2/2022 13:08:45,Python,Cash
11/2/2022 14:00:05,C,Filter
11/2/2022 14:11:35,Python,Recover
11/2/2022 14:30:11,C,Filter
11/2/2022 16:02:22,C,DNA
11/2/2022 17:42:46,Python,Cash
11/2/2022 18:28:16,C,Readability
11/3/2022 0:07:57,C,Speller
11/3/2022 1:12:18,Python,Mario
11/3/2022 2:26:11,Python,Recover
11/3/2022 5:50:10,Python,DNA
11/3/2022 5:52:13,Python,Hello
11/3/2022 6:31:14,C,Readability
11/3/2022 8:53:58,C,Mario
11/3/2022 10:10:19,Python,Recover
11/3/2022 10:16:41,Python,Recover
11/3/2022 11:26:37,Scratch,Wordle50
11/3/2022 11:26:38,Python,DNA
11/3/2022 12:06:33,C,Hello
11/3/2022 13:30:48,Python,Mario
11/3/2022 15:34:57,Python,Speller
11/3/2022 17:31:27,Python,Wordle50
11/3/2022 18:47:43,C,Speller
11/3/2022 20:35:26,Python,Wordle50
11/3/2022 20:35:33,Scratch,Wordle50
11/3/2022 23:03:16,Python,Mario
11/4/2022 1:15:20,Python,Speller
11/4/2022 2:10:39,Python,Readability
11/4/2022 2:27:31,Python,Speller
11/4/2022 2:36:44,Python,Hello
11/4/2022 2:42:04,Python,Hello
11/4/2022 2:49:20,Python,Caesar
11/4/2022 6:36:08,Python,DNA
11/4/2022 9:25:05,Python,Filter
11/4/2022 13:01:05,C,Reverse
11/4/2022 13:08:54,Python,Speller
11/4/2022 14:06:10,Python,DNA
11/4/2022 14:12:05,Python,DNA
11/4/2022 15:19:00,Python,Readability
11/4/2022 17:53:35,Python,Caesar
11/5/2022 5:32:22,Python,Hello
11/5/2022 5:59:24,Python,Scratch
11/5/2022 7:07:44,Python,Speller
11/5/2022 7:20:29,C,Recover
11/5/2022 8:23:00,Python,Mario
11/5/2022 8:58:15,Python,Mario
11/5/2022 9:08:57,Python,Mario
11/5/2022 10:49:37,Python,Recover
11/5/2022 13:38:38,Python,Cash
11/5/2022 14:43:30,Python,Readability
11/5/2022 18:15:14,C,DNA
11/5/2022 19:25:57,Python,Filter
11/5/2022 19:32:56,Python,Substitution
11/5/2022 21:30:01,Python,Runoff
11/5/2022 21:41:29,C,Filter
11/5/2022 23:38:27,Python,Speller
11/6/2022 0:09:53,Python,Mario
11/6/2022 2:29:31,Python,Scratch
11/6/2022 3:12:19,Python,DNA
11/6/2022 8:57:30,Python,Speller
11/6/2022 10:54:00,Python,Readability
11/6/2022 12:14:42,C,Plurality
11/6/2022 12:29:34,C,DNA
11/6/2022 13:00:10,Python,Readability
11/6/2022 13:27:22,Python,Caesar
11/6/2022 15:21:33,Python,Scratch
11/6/2022 16:00:32,C,Wordle50
11/6/2022 16:13:00,Python,Mario
11/6/2022 16:17:01,Python,Mario
11/6/2022 21:20:40,Python,Mario
11/6/2022 21:57:21,Python,DNA
11/6/2022 23:46:40,Python,DNA
11/7/2022 0:23:05,Python,Tideman
11/7/2022 1:17:28,Python,Mario
11/7/2022 1:45:03,Python,DNA
11/7/2022 3:18:13,C,Mario
11/7/2022 3:20:11,Python,Recover